project_id,project_name,state,district,project_type,land_area_hectares,affected_families,compensation_status,compensation_disbursed_pct,approval_stage,days_since_notification,legal_disputes_count,legal_dispute_status,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness_score,historical_district_delay_rate,inter_department_coordination_issues,project_start_date,planned_duration_days,expected_completion_date,delay_probability,actual_delay_days,risk_category
LA-0322,State Highway Project Nagpur-322,Maharashtra,Nagpur,State Highway,50.49,56,Partially Disbursed,54.5,Possession Initiated,273,1,Ongoing - Supreme Court,Fully Complete,29.5,4.2,0.17,Low,2021-10-14,545,2023-04-12,0.24,266,Low
LA-0323,State Highway Project Muzaffarpur-323,Bihar,Muzaffarpur,State Highway,34.98,176,Not Disbursed,6.6,Possession Complete,400,1,Resolved Against,Partially Complete,18.8,3.7,0.52,Low,2021-02-24,730,2023-02-24,0.768,346,High
LA-0324,Urban Metro Project Jodhpur-324,Rajasthan,Jodhpur,Urban Metro,30.62,172,Not Disbursed,2.0,Notification (Sec 11),1019,2,Ongoing - High Court,Partially Complete,26.6,1.4,0.26,Low,2023-10-21,1460,2027-10-20,0.98,496,High
LA-0325,National Highway Project Thane-325,Maharashtra,Thane,National Highway,77.86,161,Fully Disbursed,99.8,Award Declared,705,2,Ongoing - High Court,Partially Complete,63.1,4.9,0.35,High,2023-05-12,730,2025-05-11,0.532,291,Medium
LA-0326,Railway Line Project Hubballi-326,Karnataka,Hubballi,Railway Line,49.77,203,Fully Disbursed,96.3,Notification (Sec 11),177,0,None,Not Started,37.5,6.6,0.58,Low,2022-06-21,545,2023-12-18,0.145,209,Low
LA-0327,Urban Metro Project Ghaziabad-327,Uttar Pradesh,Ghaziabad,Urban Metro,59.69,43,Partially Disbursed,11.3,Rehabilitation Ongoing,258,0,None,Partially Complete,66.3,9.7,0.45,High,2023-05-18,1095,2026-05-17,0.407,284,Medium
LA-0328,Dam/Reservoir Project Thane-328,Maharashtra,Thane,Dam/Reservoir,48.35,80,Partially Disbursed,38.4,Award Declared,327,2,Ongoing - Lower Court,Not Started,16.7,9.9,0.37,Medium,2022-02-21,545,2023-08-20,0.806,439,High
LA-0329,Urban Metro Project Mysuru-329,Karnataka,Mysuru,Urban Metro,20.41,304,Partially Disbursed,64.9,Rehabilitation Ongoing,412,1,Ongoing - Lower Court,Not Started,36.2,5.8,0.45,Medium,2022-05-04,365,2023-05-04,0.617,354,Medium
LA-0330,Urban Metro Project Jaipur-330,Rajasthan,Jaipur,Urban Metro,80.7,253,Not Disbursed,6.0,Possession Complete,494,0,None,Partially Complete,1.7,8.9,0.34,Low,2021-12-26,365,2022-12-26,0.127,156,Low
LA-0331,Railway Line Project Meerut-331,Uttar Pradesh,Meerut,Railway Line,75.24,344,Fully Disbursed,95.9,SIA Completed,272,1,Resolved in Favor,Fully Complete,42.3,7.5,0.7,Medium,2022-06-15,545,2023-12-12,0.104,244,Low
LA-0332,Power Transmission Line Project Surat-332,Gujarat,Surat,Power Transmission Line,27.55,75,Fully Disbursed,92.6,Notification (Sec 11),222,1,Ongoing - Lower Court,Not Started,48.8,2.8,0.23,Medium,2023-12-09,365,2024-12-08,0.691,386,High
LA-0333,SEZ Development Project Muzaffarpur-333,Bihar,Muzaffarpur,SEZ Development,44.53,236,Partially Disbursed,63.9,Possession Initiated,459,0,None,Partially Complete,46.4,3.2,0.41,Low,2023-10-21,1460,2027-10-20,0.211,254,Low
LA-0334,Railway Line Project Jabalpur-334,Madhya Pradesh,Jabalpur,Railway Line,57.3,50,Not Disbursed,1.0,Notification (Sec 11),458,0,None,Fully Complete,16.5,4.7,0.48,Medium,2021-08-25,545,2023-02-21,0.479,346,Medium
LA-0335,National Highway Project Bengaluru-335,Karnataka,Bengaluru,National Highway,4.02,212,Fully Disbursed,96.5,Notification (Sec 11),80,2,Ongoing - High Court,Not Started,61.4,9.0,0.42,Low,2021-11-04,545,2023-05-03,0.487,387,Medium
LA-0336,Urban Metro Project Kanpur-336,Uttar Pradesh,Kanpur,Urban Metro,25.2,75,Not Disbursed,4.1,SIA Completed,219,1,Resolved in Favor,Fully Complete,33.9,1.1,0.59,Low,2021-06-09,1460,2025-06-08,0.651,354,High
LA-0337,Dam/Reservoir Project Ahmedabad-337,Gujarat,Ahmedabad,Dam/Reservoir,35.34,89,Partially Disbursed,37.7,Notification (Sec 11),457,0,None,Not Started,94.7,4.7,0.44,High,2021-04-05,1095,2024-04-04,0.73,419,High
LA-0338,Power Transmission Line Project Aurangabad-338,Maharashtra,Aurangabad,Power Transmission Line,54.97,180,Fully Disbursed,91.5,Award Declared,542,1,Ongoing - Supreme Court,Not Started,1.7,9.6,0.46,Medium,2023-01-26,545,2024-07-24,0.527,355,Medium
LA-0339,Power Transmission Line Project Muzaffarpur-339,Bihar,Muzaffarpur,Power Transmission Line,54.06,136,Fully Disbursed,96.8,SIA Completed,326,1,Resolved in Favor,Partially Complete,14.9,6.8,0.47,High,2022-02-05,1460,2026-02-04,0.337,217,Low
LA-0340,National Highway Project Jodhpur-340,Rajasthan,Jodhpur,National Highway,49.42,67,Fully Disbursed,98.2,Notification (Sec 11),427,1,Ongoing - High Court,Partially Complete,75.3,2.2,0.75,Medium,2021-01-20,730,2023-01-20,0.962,439,High
LA-0341,Urban Metro Project Meerut-341,Uttar Pradesh,Meerut,Urban Metro,22.98,110,Fully Disbursed,91.0,Rehabilitation Ongoing,298,0,None,Not Started,78.9,3.1,0.26,Low,2022-05-03,1095,2025-05-02,0.24,272,Low
LA-0342,Railway Line Project Chennai-342,Tamil Nadu,Chennai,Railway Line,50.17,162,Fully Disbursed,97.0,Notification (Sec 11),841,0,None,Not Started,50.6,8.3,0.45,Low,2023-12-01,1095,2026-11-30,0.166,204,Low
LA-0343,State Highway Project Rajkot-343,Gujarat,Rajkot,State Highway,57.67,130,Partially Disbursed,73.5,Possession Complete,937,0,None,Not Started,49.2,6.2,0.56,High,2021-06-03,1460,2025-06-02,0.421,164,Medium
LA-0344,Urban Metro Project Kolkata-344,West Bengal,Kolkata,Urban Metro,35.97,61,Partially Disbursed,12.6,SIA Completed,270,1,Ongoing - High Court,Not Started,44.7,9.7,0.24,High,2023-03-16,730,2025-03-15,0.73,365,High
LA-0345,Power Transmission Line Project Rajkot-345,Gujarat,Rajkot,Power Transmission Line,12.26,214,Not Disbursed,4.2,SIA Completed,182,0,None,Not Started,74.2,1.5,0.4,High,2021-08-12,545,2023-02-08,0.878,406,High
LA-0346,Airport Expansion Project Nagpur-346,Maharashtra,Nagpur,Airport Expansion,65.22,209,Partially Disbursed,47.0,Possession Initiated,332,2,Ongoing - Lower Court,Partially Complete,92.3,5.9,0.59,High,2022-03-02,1095,2025-03-01,0.748,442,High
LA-0347,Power Transmission Line Project Gaya-347,Bihar,Gaya,Power Transmission Line,17.41,138,Fully Disbursed,93.8,Notification (Sec 11),1106,1,Ongoing - High Court,Fully Complete,1.8,1.9,0.55,Low,2024-05-20,365,2025-05-20,0.463,386,Medium
LA-0348,Railway Line Project Udaipur-348,Rajasthan,Udaipur,Railway Line,54.47,65,Not Disbursed,7.8,SIA Completed,330,2,Ongoing - Supreme Court,Partially Complete,54.0,1.5,0.35,Low,2022-09-05,730,2024-09-04,0.964,478,High
LA-0349,Urban Metro Project Bhopal-349,Madhya Pradesh,Bhopal,Urban Metro,46.95,74,Fully Disbursed,99.9,Possession Complete,115,0,None,Partially Complete,5.3,6.6,0.91,Low,2023-08-05,365,2024-08-04,0.339,203,Low
LA-0350,National Highway Project Bhopal-350,Madhya Pradesh,Bhopal,National Highway,45.98,244,Not Disbursed,1.2,SIA Completed,75,1,Ongoing - High Court,Not Started,13.6,2.3,0.6,Medium,2024-07-14,365,2025-07-14,0.98,524,High
LA-0351,Power Transmission Line Project Siliguri-351,West Bengal,Siliguri,Power Transmission Line,52.81,94,Fully Disbursed,99.2,Notification (Sec 11),599,0,None,Not Started,94.8,3.3,0.3,Low,2023-06-28,545,2024-12-24,0.035,133,Low
LA-0352,State Highway Project Nashik-352,Maharashtra,Nashik,State Highway,25.96,23,Not Disbursed,8.0,Possession Initiated,149,0,None,Not Started,79.8,7.4,0.38,High,2023-06-07,1095,2026-06-06,0.483,307,Medium
LA-0353,Urban Metro Project Chennai-353,Tamil Nadu,Chennai,Urban Metro,23.03,323,Partially Disbursed,23.1,SIA Completed,58,1,Ongoing - Supreme Court,Not Started,86.7,9.0,0.7,Low,2022-07-28,1095,2025-07-27,0.7,432,High
LA-0354,SEZ Development Project Bhopal-354,Madhya Pradesh,Bhopal,SEZ Development,85.6,212,Partially Disbursed,23.0,SIA Completed,771,0,None,Partially Complete,55.0,6.6,0.6,Medium,2024-02-02,1095,2027-02-01,0.47,280,Medium
LA-0355,Power Transmission Line Project Ghaziabad-355,Uttar Pradesh,Ghaziabad,Power Transmission Line,33.63,133,Partially Disbursed,32.7,Possession Initiated,953,1,Ongoing - High Court,Partially Complete,54.9,6.3,0.26,High,2022-05-26,1460,2026-05-25,0.824,475,High
LA-0356,Industrial Corridor Project Varanasi-356,Uttar Pradesh,Varanasi,Industrial Corridor,30.91,159,Partially Disbursed,25.6,Possession Initiated,966,0,None,Not Started,96.7,5.1,0.4,Medium,2022-10-21,1095,2025-10-20,0.268,252,Low
LA-0357,National Highway Project Patna-357,Bihar,Patna,National Highway,48.06,102,Partially Disbursed,33.4,SIA Completed,746,1,Ongoing - Lower Court,Fully Complete,38.2,5.0,0.23,High,2021-04-30,1095,2024-04-29,0.351,377,Medium
LA-0358,SEZ Development Project Mysuru-358,Karnataka,Mysuru,SEZ Development,42.9,475,Fully Disbursed,97.2,SIA Completed,517,1,Ongoing - Lower Court,Not Started,61.8,5.6,0.14,Low,2023-12-29,365,2024-12-28,0.373,266,Medium
LA-0359,Industrial Corridor Project Kota-359,Rajasthan,Kota,Industrial Corridor,55.55,168,Fully Disbursed,91.7,SIA Completed,1297,1,Ongoing - High Court,Not Started,24.7,6.8,0.61,Low,2023-01-05,1460,2027-01-04,0.647,310,Medium
LA-0360,Industrial Corridor Project Meerut-360,Uttar Pradesh,Meerut,Industrial Corridor,36.63,139,Fully Disbursed,90.4,Possession Complete,515,3,Ongoing - High Court,Partially Complete,94.5,7.1,0.44,Low,2023-10-06,1460,2027-10-05,0.556,314,Medium
LA-0361,Airport Expansion Project Patna-361,Bihar,Patna,Airport Expansion,12.22,19,Not Disbursed,5.0,Notification (Sec 11),854,2,Ongoing - High Court,Partially Complete,3.9,7.7,0.48,Low,2023-09-06,365,2024-09-05,0.932,430,High
LA-0362,Railway Line Project Surat-362,Gujarat,Surat,Railway Line,40.74,510,Partially Disbursed,31.0,SIA Completed,232,0,None,Fully Complete,75.0,7.2,0.14,High,2022-10-25,365,2023-10-25,0.118,275,Low
LA-0363,SEZ Development Project Noida-363,Uttar Pradesh,Noida,SEZ Development,35.6,111,Fully Disbursed,93.3,SIA Completed,515,2,Ongoing - Lower Court,Fully Complete,35.2,8.7,0.26,High,2021-05-29,730,2023-05-29,0.337,166,Low
LA-0364,State Highway Project Rourkela-364,Odisha,Rourkela,State Highway,16.53,136,Partially Disbursed,14.4,Award Declared,1180,0,None,Not Started,94.8,7.9,0.54,Low,2023-06-14,1095,2026-06-13,0.138,213,Low
LA-0365,Dam/Reservoir Project Surat-365,Gujarat,Surat,Dam/Reservoir,42.52,364,Partially Disbursed,18.6,Possession Complete,444,0,None,Fully Complete,2.1,7.5,0.46,Low,2024-04-21,545,2025-10-18,0.02,228,Low
LA-0366,Power Transmission Line Project Cuttack-366,Odisha,Cuttack,Power Transmission Line,41.02,142,Not Disbursed,10.0,Rehabilitation Ongoing,226,0,None,Not Started,61.5,4.7,0.43,Medium,2024-03-19,1095,2027-03-19,0.556,378,Medium
LA-0367,Railway Line Project Kolkata-367,West Bengal,Kolkata,Railway Line,18.33,235,Partially Disbursed,15.3,Possession Complete,251,2,Ongoing - High Court,Partially Complete,96.9,7.4,0.45,Low,2023-10-14,545,2025-04-11,0.899,407,High
LA-0368,Irrigation Canal Project Ahmedabad-368,Gujarat,Ahmedabad,Irrigation Canal,19.78,89,Partially Disbursed,24.6,Award Declared,131,1,Ongoing - High Court,Partially Complete,41.1,3.0,0.17,High,2022-11-19,1095,2025-11-18,0.86,415,High
LA-0369,Irrigation Canal Project Lucknow-369,Uttar Pradesh,Lucknow,Irrigation Canal,59.37,74,Not Disbursed,4.7,Notification (Sec 11),636,2,Ongoing - Supreme Court,Not Started,78.3,8.6,0.55,Low,2021-01-03,365,2022-01-03,0.894,538,High
LA-0370,Urban Metro Project Cuttack-370,Odisha,Cuttack,Urban Metro,56.04,91,Fully Disbursed,92.1,Possession Initiated,257,1,Resolved in Favor,Fully Complete,83.5,4.3,0.53,Low,2023-02-08,365,2024-02-08,0.096,265,Low
LA-0371,Irrigation Canal Project Madurai-371,Tamil Nadu,Madurai,Irrigation Canal,62.91,44,Not Disbursed,6.1,Notification (Sec 11),194,1,Ongoing - Lower Court,Not Started,44.2,4.0,0.45,Low,2021-08-03,365,2022-08-03,0.98,539,High
LA-0372,Urban Metro Project Surat-372,Gujarat,Surat,Urban Metro,22.06,337,Not Disbursed,9.6,Notification (Sec 11),524,0,None,Partially Complete,69.7,6.0,0.26,High,2021-07-10,730,2023-07-10,0.235,140,Low
LA-0373,Airport Expansion Project Siliguri-373,West Bengal,Siliguri,Airport Expansion,37.02,134,Fully Disbursed,99.2,Possession Initiated,210,3,Ongoing - High Court,Partially Complete,66.9,4.7,0.24,Medium,2021-04-20,365,2022-04-20,0.717,370,High
LA-0374,Irrigation Canal Project Surat-374,Gujarat,Surat,Irrigation Canal,55.22,81,Partially Disbursed,74.1,Possession Complete,254,2,Resolved Against,Not Started,59.6,4.3,0.4,Low,2022-05-02,365,2023-05-02,0.743,476,High
LA-0375,SEZ Development Project Varanasi-375,Uttar Pradesh,Varanasi,SEZ Development,60.5,139,Partially Disbursed,28.6,Possession Initiated,517,0,None,Not Started,50.2,7.5,0.37,Low,2023-05-26,365,2024-05-25,0.296,182,Low
LA-0376,SEZ Development Project Muzaffarpur-376,Bihar,Muzaffarpur,SEZ Development,163.61,50,Partially Disbursed,62.0,Notification (Sec 11),221,1,Ongoing - Lower Court,Not Started,63.9,4.0,0.7,Medium,2021-06-17,1095,2024-06-16,0.906,463,High
LA-0377,Urban Metro Project Nashik-377,Maharashtra,Nashik,Urban Metro,37.55,63,Partially Disbursed,77.1,Rehabilitation Ongoing,768,2,Ongoing - Supreme Court,Not Started,86.5,3.9,0.42,Medium,2022-01-14,730,2024-01-14,0.845,387,High
LA-0378,Railway Line Project Cuttack-378,Odisha,Cuttack,Railway Line,13.04,87,Partially Disbursed,52.9,Award Declared,965,1,Resolved in Favor,Partially Complete,74.4,2.4,0.33,Low,2022-07-05,1460,2026-07-04,0.248,201,Low
LA-0379,State Highway Project Noida-379,Uttar Pradesh,Noida,State Highway,26.93,224,Not Disbursed,8.6,Award Declared,987,0,None,Fully Complete,86.4,3.8,0.84,Medium,2024-04-22,545,2025-10-19,0.271,184,Low
LA-0380,Urban Metro Project Bengaluru-380,Karnataka,Bengaluru,Urban Metro,23.85,141,Fully Disbursed,95.6,Possession Initiated,742,1,Resolved Against,Partially Complete,57.1,7.7,0.63,High,2024-03-18,545,2025-09-14,0.352,228,Medium
LA-0381,State Highway Project Coimbatore-381,Tamil Nadu,Coimbatore,State Highway,81.94,116,Partially Disbursed,77.7,Rehabilitation Ongoing,715,1,Ongoing - Lower Court,Partially Complete,8.9,4.9,0.3,High,2024-03-16,1460,2028-03-15,0.481,270,Medium
LA-0382,Airport Expansion Project Bhopal-382,Madhya Pradesh,Bhopal,Airport Expansion,33.69,305,Not Disbursed,3.4,SIA Completed,361,1,Ongoing - High Court,Fully Complete,16.1,6.1,0.66,Low,2023-05-18,365,2024-05-17,0.762,424,High
LA-0383,Railway Line Project Bhubaneswar-383,Odisha,Bhubaneswar,Railway Line,45.06,132,Fully Disbursed,92.9,Award Declared,62,0,None,Not Started,45.0,8.5,0.53,Medium,2021-05-18,365,2022-05-18,0.156,130,Low
LA-0384,Urban Metro Project Rourkela-384,Odisha,Rourkela,Urban Metro,33.16,104,Partially Disbursed,83.1,Award Declared,314,2,Resolved Against,Partially Complete,43.0,3.6,0.57,High,2024-06-30,1460,2028-06-29,0.944,541,High
LA-0385,State Highway Project Mysuru-385,Karnataka,Mysuru,State Highway,33.64,10,Partially Disbursed,75.6,SIA Completed,562,1,Resolved Against,Partially Complete,39.8,3.9,0.5,High,2021-07-25,365,2022-07-25,0.594,314,Medium
LA-0386,Power Transmission Line Project Kolkata-386,West Bengal,Kolkata,Power Transmission Line,38.88,145,Fully Disbursed,92.2,Award Declared,122,0,None,Fully Complete,33.4,3.8,0.29,Low,2023-09-22,1460,2027-09-21,0.041,170,Low
LA-0387,National Highway Project Howrah-387,West Bengal,Howrah,National Highway,60.99,184,Not Disbursed,2.2,Possession Initiated,422,1,Ongoing - High Court,Partially Complete,93.2,1.8,0.58,Medium,2023-04-03,365,2024-04-02,0.98,535,High
LA-0388,Irrigation Canal Project Cuttack-388,Odisha,Cuttack,Irrigation Canal,13.21,99,Not Disbursed,6.0,Possession Initiated,122,2,Ongoing - Supreme Court,Fully Complete,32.7,6.7,0.52,Low,2022-09-13,730,2024-09-12,0.791,367,High
LA-0389,State Highway Project Gaya-389,Bihar,Gaya,State Highway,45.02,17,Fully Disbursed,99.6,SIA Completed,525,0,None,Not Started,62.0,4.1,0.42,High,2023-06-27,730,2025-06-26,0.569,297,Medium
LA-0390,Urban Metro Project Muzaffarpur-390,Bihar,Muzaffarpur,Urban Metro,28.5,246,Partially Disbursed,44.9,Notification (Sec 11),214,0,None,Not Started,35.8,2.3,0.05,Low,2023-04-14,1095,2026-04-13,0.301,277,Low
LA-0391,National Highway Project Mysuru-391,Karnataka,Mysuru,National Highway,23.93,21,Partially Disbursed,58.3,SIA Completed,566,0,None,Not Started,97.8,2.8,0.5,Medium,2023-04-07,545,2024-10-03,0.315,219,Low
LA-0392,National Highway Project Hubballi-392,Karnataka,Hubballi,National Highway,30.67,47,Not Disbursed,4.1,SIA Completed,528,0,None,Fully Complete,40.3,6.8,0.24,Low,2023-07-24,365,2024-07-23,0.174,313,Low
LA-0393,Power Transmission Line Project Surat-393,Gujarat,Surat,Power Transmission Line,26.49,106,Partially Disbursed,45.6,Possession Initiated,412,3,Resolved Against,Partially Complete,56.6,7.9,0.69,High,2021-03-04,545,2022-08-31,0.949,459,High
LA-0394,SEZ Development Project Rajkot-394,Gujarat,Rajkot,SEZ Development,35.98,383,Partially Disbursed,37.0,Possession Initiated,927,1,Resolved Against,Partially Complete,95.4,6.8,0.61,Low,2022-06-14,365,2023-06-14,0.306,266,Low
LA-0395,Urban Metro Project Patna-395,Bihar,Patna,Urban Metro,30.75,269,Not Disbursed,2.0,Possession Complete,940,3,Ongoing - High Court,Fully Complete,19.4,5.8,0.11,Medium,2022-02-28,730,2024-02-28,0.917,487,High
LA-0396,National Highway Project Rourkela-396,Odisha,Rourkela,National Highway,19.38,5,Fully Disbursed,92.4,Rehabilitation Ongoing,1308,0,None,Not Started,62.2,1.3,0.58,High,2021-12-21,1460,2025-12-20,0.697,339,High
LA-0397,Power Transmission Line Project Noida-397,Uttar Pradesh,Noida,Power Transmission Line,25.45,303,Partially Disbursed,28.1,Award Declared,710,0,None,Partially Complete,50.4,8.8,0.36,Medium,2022-07-18,1095,2025-07-17,0.125,214,Low
LA-0398,Airport Expansion Project Cuttack-398,Odisha,Cuttack,Airport Expansion,80.73,69,Not Disbursed,9.6,Possession Initiated,256,0,None,Not Started,15.2,7.0,0.45,Medium,2024-07-01,1095,2027-07-01,0.565,259,Medium
LA-0399,National Highway Project Kolkata-399,West Bengal,Kolkata,National Highway,15.39,497,Partially Disbursed,50.3,Rehabilitation Ongoing,277,0,None,Fully Complete,93.3,4.4,0.65,High,2024-02-24,1460,2028-02-23,0.282,186,Low
LA-0400,Power Transmission Line Project Howrah-400,West Bengal,Howrah,Power Transmission Line,41.88,273,Partially Disbursed,19.0,Possession Initiated,558,2,Ongoing - Lower Court,Not Started,77.9,2.2,0.41,Low,2022-10-28,730,2024-10-27,0.899,440,High
LA-0401,Power Transmission Line Project Muzaffarpur-401,Bihar,Muzaffarpur,Power Transmission Line,16.98,132,Not Disbursed,4.3,Possession Complete,115,1,Ongoing - High Court,Fully Complete,73.8,4.0,0.45,High,2024-05-13,1095,2027-05-13,0.772,497,High
LA-0402,National Highway Project Surat-402,Gujarat,Surat,National Highway,121.12,110,Partially Disbursed,33.2,Award Declared,217,2,Ongoing - Supreme Court,Fully Complete,23.7,9.0,0.51,Medium,2021-03-14,1460,2025-03-13,0.765,428,High
LA-0403,Industrial Corridor Project Kolkata-403,West Bengal,Kolkata,Industrial Corridor,35.56,122,Fully Disbursed,97.2,SIA Completed,364,2,Resolved Against,Partially Complete,6.6,7.2,0.57,Medium,2023-01-05,1460,2027-01-04,0.726,411,High
LA-0404,Dam/Reservoir Project Patna-404,Bihar,Patna,Dam/Reservoir,42.36,51,Not Disbursed,4.8,Notification (Sec 11),555,1,Resolved in Favor,Not Started,16.2,5.4,0.43,Low,2024-02-19,545,2025-08-17,0.803,404,High
LA-0405,Irrigation Canal Project Ahmedabad-405,Gujarat,Ahmedabad,Irrigation Canal,88.66,284,Partially Disbursed,68.1,Rehabilitation Ongoing,467,0,None,Fully Complete,44.3,6.6,0.49,Medium,2022-11-10,730,2024-11-09,0.084,195,Low
LA-0406,Power Transmission Line Project Muzaffarpur-406,Bihar,Muzaffarpur,Power Transmission Line,62.52,83,Partially Disbursed,53.6,Notification (Sec 11),1290,1,Resolved in Favor,Not Started,86.0,5.1,0.27,Medium,2024-04-03,1460,2028-04-02,0.341,216,Low
LA-0407,Irrigation Canal Project Aurangabad-407,Maharashtra,Aurangabad,Irrigation Canal,70.2,128,Partially Disbursed,45.7,Rehabilitation Ongoing,227,0,None,Partially Complete,41.0,8.0,0.55,Low,2021-04-21,545,2022-10-18,0.111,226,Low
LA-0408,Industrial Corridor Project Indore-408,Madhya Pradesh,Indore,Industrial Corridor,44.14,226,Partially Disbursed,52.0,Possession Complete,119,1,Resolved in Favor,Not Started,76.6,9.4,0.45,High,2022-01-05,365,2023-01-05,0.438,336,Medium
LA-0409,Railway Line Project Coimbatore-409,Tamil Nadu,Coimbatore,Railway Line,41.4,47,Partially Disbursed,29.0,Notification (Sec 11),967,0,None,Not Started,26.7,5.6,0.38,Low,2021-12-12,1460,2025-12-11,0.381,230,Medium
LA-0410,State Highway Project Gwalior-410,Madhya Pradesh,Gwalior,State Highway,98.25,195,Not Disbursed,9.5,Possession Initiated,654,1,Resolved in Favor,Partially Complete,94.7,4.8,0.4,High,2023-02-25,365,2024-02-25,0.582,343,Medium
LA-0411,Irrigation Canal Project Kanpur-411,Uttar Pradesh,Kanpur,Irrigation Canal,41.45,80,Fully Disbursed,96.6,Notification (Sec 11),981,0,None,Fully Complete,53.2,3.6,0.41,High,2023-12-24,545,2025-06-21,0.161,209,Low
LA-0412,National Highway Project Meerut-412,Uttar Pradesh,Meerut,National Highway,36.82,148,Partially Disbursed,29.9,SIA Completed,623,0,None,Not Started,72.0,5.0,0.16,High,2022-10-02,545,2024-03-30,0.314,251,Low
LA-0413,Dam/Reservoir Project Aurangabad-413,Maharashtra,Aurangabad,Dam/Reservoir,30.0,43,Partially Disbursed,82.3,SIA Completed,398,0,None,Not Started,9.5,7.8,0.39,Low,2022-08-19,1095,2025-08-18,0.198,371,Low
LA-0414,Dam/Reservoir Project Hubballi-414,Karnataka,Hubballi,Dam/Reservoir,16.59,194,Partially Disbursed,81.1,Rehabilitation Ongoing,304,1,Ongoing - High Court,Not Started,97.8,2.4,0.48,High,2023-01-06,545,2024-07-04,0.682,333,High
LA-0415,National Highway Project Gwalior-415,Madhya Pradesh,Gwalior,National Highway,21.71,171,Not Disbursed,8.9,Rehabilitation Ongoing,270,0,None,Fully Complete,96.7,5.7,0.58,Low,2021-02-14,1460,2025-02-13,0.096,98,Low
LA-0416,State Highway Project Bengaluru-416,Karnataka,Bengaluru,State Highway,42.68,103,Partially Disbursed,49.9,Rehabilitation Ongoing,302,0,None,Fully Complete,73.8,2.7,0.48,Low,2022-06-08,1460,2026-06-07,0.139,180,Low
LA-0417,SEZ Development Project Kolkata-417,West Bengal,Kolkata,SEZ Development,6.8,163,Fully Disbursed,95.3,Rehabilitation Ongoing,373,1,Ongoing - Lower Court,Partially Complete,26.8,5.1,0.54,Low,2021-08-26,1095,2024-08-25,0.55,332,Medium
LA-0418,State Highway Project Coimbatore-418,Tamil Nadu,Coimbatore,State Highway,35.94,184,Partially Disbursed,22.6,Possession Initiated,519,1,Ongoing - High Court,Not Started,85.0,5.3,0.41,Medium,2021-01-20,730,2023-01-20,0.743,267,High
LA-0419,State Highway Project Rourkela-419,Odisha,Rourkela,State Highway,15.98,170,Partially Disbursed,17.5,Award Declared,21,0,None,Partially Complete,43.1,2.6,0.55,Medium,2023-05-08,365,2024-05-07,0.515,356,Medium
LA-0420,SEZ Development Project Hubballi-420,Karnataka,Hubballi,SEZ Development,18.44,299,Not Disbursed,2.9,Notification (Sec 11),67,0,None,Fully Complete,89.5,7.2,0.49,Medium,2024-06-01,545,2025-11-28,0.243,365,Low
LA-0421,Irrigation Canal Project Muzaffarpur-421,Bihar,Muzaffarpur,Irrigation Canal,10.95,43,Partially Disbursed,23.2,Possession Initiated,96,1,Ongoing - Supreme Court,Not Started,54.3,3.7,0.13,Medium,2022-03-02,1095,2025-03-01,0.768,438,High
LA-0422,National Highway Project Surat-422,Gujarat,Surat,National Highway,21.65,370,Not Disbursed,3.7,Notification (Sec 11),960,1,Ongoing - Lower Court,Fully Complete,21.0,1.2,0.63,Medium,2021-11-02,365,2022-11-02,0.862,445,High
LA-0423,State Highway Project Bengaluru-423,Karnataka,Bengaluru,State Highway,24.3,58,Fully Disbursed,96.4,Rehabilitation Ongoing,976,0,None,Not Started,65.1,2.0,0.3,High,2022-08-30,730,2024-08-29,0.109,298,Low
LA-0424,State Highway Project Chennai-424,Tamil Nadu,Chennai,State Highway,58.83,31,Fully Disbursed,93.7,Notification (Sec 11),1222,0,None,Fully Complete,37.3,4.5,0.52,Low,2022-10-03,1095,2025-10-02,0.118,105,Low
LA-0425,National Highway Project Pune-425,Maharashtra,Pune,National Highway,72.77,5,Not Disbursed,6.7,SIA Completed,526,0,None,Partially Complete,13.8,5.0,0.07,Low,2023-01-03,1095,2026-01-02,0.215,190,Low
LA-0426,State Highway Project Howrah-426,West Bengal,Howrah,State Highway,101.03,309,Partially Disbursed,35.3,Award Declared,561,0,None,Not Started,7.3,8.7,0.55,Medium,2023-07-24,730,2025-07-23,0.309,337,Low
LA-0427,Airport Expansion Project Rourkela-427,Odisha,Rourkela,Airport Expansion,44.08,150,Fully Disbursed,96.1,Rehabilitation Ongoing,159,2,Ongoing - High Court,Not Started,11.3,6.5,0.37,Medium,2021-05-01,545,2022-10-28,0.946,478,High
LA-0428,SEZ Development Project Aurangabad-428,Maharashtra,Aurangabad,SEZ Development,25.58,144,Partially Disbursed,36.6,Possession Complete,27,1,Resolved in Favor,Not Started,25.9,1.8,0.41,Low,2023-01-05,1460,2027-01-04,0.568,421,Medium
LA-0429,Railway Line Project Meerut-429,Uttar Pradesh,Meerut,Railway Line,40.02,80,Partially Disbursed,24.4,Possession Initiated,917,1,Ongoing - Lower Court,Fully Complete,4.7,8.0,0.56,Medium,2021-05-10,730,2023-05-10,0.533,329,Medium
LA-0430,Dam/Reservoir Project Ahmedabad-430,Gujarat,Ahmedabad,Dam/Reservoir,42.95,92,Fully Disbursed,95.1,Possession Complete,1493,2,Resolved Against,Not Started,11.3,7.5,0.6,High,2022-11-24,1460,2026-11-23,0.907,491,High
